name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Crompton Montania 1200mm (48 inch) Ceiling Fan (Gilded Beige), Pack of 1",appliances,All Appliances,https://m.media-amazon.com/images/I/41-UZPb0UcL._AC_UL320_.jpg,https://www.amazon.in/Crompton-Montania-1200mm-Ceiling-Gilded/dp/B0B8DGFL4T/ref=sr_1_6619?qid=1679135966&s=appliances&sr=1-6619,,,,
"Racold Cdr 15Litres Horizontal Water Geyser ( Ivory), Wall Mounting",appliances,All Appliances,https://m.media-amazon.com/images/I/217g7q9rAXL._AC_UL320_.jpg,https://www.amazon.in/RACOLD-15LITRES-HORIZONTAL-WATER-GEYSER/dp/B097KHWPPJ/ref=sr_1_6620?qid=1679135966&s=appliances&sr=1-6620,3.1,17,"₹8,720","₹11,899"
"Inalsa Chic Instant Egg Boiler, 360 Watts, Steel Base, Food Grade BPA Free Lid, 1-7 Eggs, Double Safety, Adjustable degree...",appliances,All Appliances,https://m.media-amazon.com/images/I/613iEus5dIL._AC_UL320_.jpg,https://www.amazon.in/Inalsa-Egg-Boiler-Chic-360W-Capacity/dp/B07XZH9S8W/ref=sr_1_6621?qid=1679135966&s=appliances&sr=1-6621,4.3,873,"₹1,061","₹1,695"
"BRUSHFINCH Juicer Rechargeable Portable Electric USB Juicer Bottle Blender for Making Juice, Travel Juicer for Fruits and ...",appliances,All Appliances,https://m.media-amazon.com/images/I/716-YLpWakL._AC_UL320_.jpg,https://www.amazon.in/BRUSHFINCH-Rechargeable-Portable-Electric-Vegetables/dp/B09B3XTM6L/ref=sr_1_6622?qid=1679135966&s=appliances&sr=1-6622,3.3,5,₹590,"₹1,090"
PLANETONE Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener for Drinking Cart...,appliances,All Appliances,https://m.media-amazon.com/images/I/41xKFlJhstL._AC_UL320_.jpg,https://www.amazon.in/PLANETONE-Purifier-Activated-Cartridge-Accessories/dp/B0B6CFRTZ6/ref=sr_1_6623?qid=1679135966&s=appliances&sr=1-6623,1.2,6,₹155,₹499
"Bosch 6.5 kg 5 Star Inverter Fully Automatic Front Load (WLJ2026DIN, Lux Silver, Inbuilt Heater)",appliances,All Appliances,https://m.media-amazon.com/images/I/71nZmYOfISL._AC_UL320_.jpg,https://www.amazon.in/Bosch-INVERTER-CONTROL-Automatic-WLJ2026DIN/dp/B08J3KFLBS/ref=sr_1_6624?qid=1679135966&s=appliances&sr=1-6624,4.2,150,"₹29,490","₹44,190"
Preethi Suitable Heavy Quality Chutney Jar (400 ml) Suitable for All mixer Grinder (Stainless steel),appliances,All Appliances,https://m.media-amazon.com/images/I/514Js+GPrYL._AC_UL320_.jpg,https://www.amazon.in/Preethi-Suitable-Chutney-Jar-Stainless/dp/B0B4P3Z3T2/ref=sr_1_6625?qid=1679135967&s=appliances&sr=1-6625,2.8,17,₹349,₹599
Euroclean Vacuum Cleaner X-Force Model dust Bag,appliances,All Appliances,https://m.media-amazon.com/images/I/51zai0z8FjL._AC_UL320_.jpg,https://www.amazon.in/Euroclean-Vacuum-Cleaner-X-Force-Model/dp/B08YDJQ1BV/ref=sr_1_6626?qid=1679135967&s=appliances&sr=1-6626,4.2,45,₹470,₹500
Havells-Lloyd 6.0 kg Fully Automatic Front Load Washing Machine (GLWMF60WC1 White),appliances,All Appliances,https://m.media-amazon.com/images/I/51899BALeCL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Automatic-Washing-Machine-GLWMF60WC1/dp/B09GG54LMB/ref=sr_1_6627?qid=1679135967&s=appliances&sr=1-6627,4.6,5,"₹19,490","₹33,990"
"HARIVAR MART® Electric Meat Grinder, Professional Vegetable Meat Food Processor, 8-Cup 2L Super Power for Quick Chopping a...",appliances,All Appliances,https://m.media-amazon.com/images/I/61aoiyJUoHS._AC_UL320_.jpg,https://www.amazon.in/HARIVAR-Professional-Vegetable-Processor-Stainless/dp/B09BVPDHJW/ref=sr_1_6628?qid=1679135967&s=appliances&sr=1-6628,3.4,7,"₹1,199","₹3,099"
"RIVERSOFT SFC-15 PRO SHOWER FILTER CARTRIDGE WITH 15 STAGE | FOR IMPROVING HAIR AND SKIN (PP, White, Pack of 4)",appliances,All Appliances,https://m.media-amazon.com/images/I/41aOYWnlPEL._AC_UL320_.jpg,https://www.amazon.in/RIVERSOFT-SFC-15-SHOWER-CARTRIDGE-IMPROVING/dp/B08FH98LJ3/ref=sr_1_6629?qid=1679135967&s=appliances&sr=1-6629,4.0,20,"₹1,999","₹9,999"
"Aimex DT-6502 Portable high Pressure Car Washer Machine for Washing Car, Bike and Vehicle with Adjustable Pressure Knob (2...",appliances,All Appliances,https://m.media-amazon.com/images/I/71GWuV2TjEL._AC_UL320_.jpg,https://www.amazon.in/Aimex-DT-6502-Portable-Pressure-Adjustable/dp/B0BWJ5RQPN/ref=sr_1_6630?qid=1679135967&s=appliances&sr=1-6630,4.4,4,"₹6,499","₹9,999"
MISK Garment Steamer for Clothes|Steam Iron| Clothes Steamer for Horizontal And Vertical Fabric Ironing with Fast Steam Bu...,appliances,All Appliances,https://m.media-amazon.com/images/I/51ovhjheV2L._AC_UL320_.jpg,https://www.amazon.in/MISK-Horizontal-Vertical-Pista-Green/dp/B0BJBBL1GL/ref=sr_1_6631?qid=1679135967&s=appliances&sr=1-6631,4.0,20,"₹2,449","₹4,500"
Havells Carlo 3 Litre Instant Water Heater (White Blue),appliances,All Appliances,https://m.media-amazon.com/images/I/71kdBG2W2+L._AC_UL320_.jpg,https://www.amazon.in/Havells-Carlo-Litre-Instant-Heater/dp/B08GM68XW4/ref=sr_1_6632?qid=1679135967&s=appliances&sr=1-6632,4.1,"1,268","₹3,380","₹5,575"
JPT Snow Foam Lance Head for Pressure Washer (Head Assembly Only),appliances,All Appliances,https://m.media-amazon.com/images/I/61qhtpMXNsL._AC_UL320_.jpg,https://www.amazon.in/JPT-Lance-Pressure-Washer-Assembly/dp/B09LVSCB1L/ref=sr_1_6633?qid=1679135967&s=appliances&sr=1-6633,3.4,77,₹848,"₹2,890"
AMAZOR Washing Machine Front Load Suspension/Shockers/Dumper - Set of 2 for LG Front Load Washing (For Lg),appliances,All Appliances,https://m.media-amazon.com/images/I/412TNsrVdhL._AC_UL320_.jpg,https://www.amazon.in/Generic-Washing-Machine-Suspension-Shockers/dp/B08R8FVBVM/ref=sr_1_6634?qid=1679135967&s=appliances&sr=1-6634,3.9,89,₹495,₹990
"Pigeon By Stovekraft Favourite Aluminium Outer Lid, Induction Base, 2L + 3L + 5L Combo",appliances,All Appliances,https://m.media-amazon.com/images/I/41G4S-nICYL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Stovekraft-Favourite-Aluminium-Induction/dp/B07J6NZ1BM/ref=sr_1_6635?qid=1679135967&s=appliances&sr=1-6635,4.1,935,"₹1,749","₹2,600"
"Portable Lint Remover 1PCS, Reusable Lint Remover for Clothes, Double Sided",appliances,All Appliances,https://m.media-amazon.com/images/I/61B478cIvML._AC_UL320_.jpg,https://www.amazon.in/Portable-Remover-Reusable-Clothes-Double/dp/B0BQYRBQS7/ref=sr_1_6636?qid=1679135967&s=appliances&sr=1-6636,,,₹149,₹799
"Noir Aqua -RO spun filter cartridge/ Water purifier cartridge, candle for All type of RO water purifiers ( White, 10 Inch,...",appliances,All Appliances,https://m.media-amazon.com/images/I/615PakxYllL._AC_UL320_.jpg,https://www.amazon.in/Noir-Aqua-Antiscalent-Purifiers-cartridge/dp/B08RC373GN/ref=sr_1_6637?qid=1679135967&s=appliances&sr=1-6637,4.0,206,₹429,₹719
EOWQON® Portable Barbecue BBQ Grill Net Basket Roast Grilling Tray Chromium Plated with Wooden Handle with Silicone Spatul...,appliances,All Appliances,https://m.media-amazon.com/images/I/716L53pV-eL._AC_UL320_.jpg,https://www.amazon.in/EOWQON%C2%AE-Chromium-Plating-Barbecue-Basket/dp/B07P2LW7YR/ref=sr_1_6638?qid=1679135967&s=appliances&sr=1-6638,4.0,123,₹575,₹999
Airex Triangle Type Geyser Heating Element 2000W,appliances,All Appliances,https://m.media-amazon.com/images/I/51WyNRV1KFL._AC_UL320_.jpg,https://www.amazon.in/Airex-Triangle-Geyser-Heating-Element/dp/B084GS696D/ref=sr_1_6639?qid=1679135967&s=appliances&sr=1-6639,3.5,75,₹649,₹989
STELLAR || 225 mm (9 inch Plastic Blade) || Fresh air fan || Cooler || Cabin Fan || Table Fan || Black,appliances,All Appliances,https://m.media-amazon.com/images/I/31PcpjHHd3L._AC_UL320_.jpg,https://www.amazon.in/STELLAR-Plastic-Blade-Fresh-Cooler/dp/B0B2WFDDLT/ref=sr_1_6640?qid=1679135967&s=appliances&sr=1-6640,3.5,6,₹189,₹599
DeoDap Egg Boiler/Egg Poacher/ 7 Egg Cooker/Electric Egg Boiler/Egg Steamer/Home Machine Egg Boiler with Egg Tray.,appliances,All Appliances,https://m.media-amazon.com/images/I/51ZclBu6xQL._AC_UL320_.jpg,https://www.amazon.in/DeoDap-Electric-Steamer-Plastic-Multicolour/dp/B07D6LRKJK/ref=sr_1_6641_mod_primary_new?qid=1679135967&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6641,3.6,165,₹354,₹699
SAMEER Ventilation Fan 8 Inch(200mm),appliances,All Appliances,https://m.media-amazon.com/images/I/41+ErrtIs5L._AC_UL320_.jpg,https://www.amazon.in/Sameer-200mm-Ventilation-Exhaust-White/dp/B00OY9MRF4/ref=sr_1_6642?qid=1679135967&s=appliances&sr=1-6642,3.8,101,₹899,"₹1,300"
Aksh Bulb Humidifier | Essential Oil Diffuser | USB Ultrasonic Aromatherapy | Air Purifier | No Noise | 400ML | Plastic | ...,appliances,All Appliances,https://m.media-amazon.com/images/I/613Vuh-XM0S._AC_UL320_.jpg,https://www.amazon.in/Humidifier-Essential-Ultrasonic-Aromatherapy-Multicolour/dp/B0BPDBXL28/ref=sr_1_6643?qid=1679135967&s=appliances&sr=1-6643,,,₹332,₹649
"AJS spares ""SUJATA"" Mixer-grinder Jar Lid (Plastic, White) (1000ml Jar Lid)",appliances,All Appliances,https://m.media-amazon.com/images/I/6187nZWOmnL._AC_UL320_.jpg,https://www.amazon.in/AJS-spares-Jar-Lid-1000ml/dp/B0BLZ85SCC/ref=sr_1_6644?qid=1679135967&s=appliances&sr=1-6644,3.5,2,₹329,₹498
STARQ Foam Bottle for Washing Foam Cannon(Empty Bottle) (only Bottle(Empty)),appliances,All Appliances,https://m.media-amazon.com/images/I/11SjVotxAbL._AC_UL320_.jpg,https://www.amazon.in/STARQ-Bottle-Washing-Cannon-Empty/dp/B09SCML1LS/ref=sr_1_6645?qid=1679135967&s=appliances&sr=1-6645,3.9,33,₹199,"₹1,999"
"Macmillan Aquafresh � Plastic Food Grade RO Pipe - 8 mtrs Pipe Tube 3/8"" for All Types of Water Purifier (White)",appliances,All Appliances,https://m.media-amazon.com/images/I/41dk-WFSwBL._AC_UL320_.jpg,https://www.amazon.in/Macmillan-Aquafresh-Plastic-Food-Grade/dp/B07SHLYTFV/ref=sr_1_6646?qid=1679135967&s=appliances&sr=1-6646,4.0,26,₹195,₹799
HEWA Alpha 6 inch (150mm) Exhaust fan High speed 100% copper motor (WHITE),appliances,All Appliances,https://m.media-amazon.com/images/I/61KOJMVRsUL._AC_UL320_.jpg,https://www.amazon.in/HEWA-Alpha-150mm-Exhaust-copper/dp/B0BKT6GR5B/ref=sr_1_6647?qid=1679135967&s=appliances&sr=1-6647,2.9,2,₹699,"₹1,049"
"SVS Empty Plastic Transparent Refillable Fine Mist Spray Bottle Pack of 2 pcs (50ml-1nos, 100ml-1nos)",appliances,All Appliances,https://m.media-amazon.com/images/I/71eKEJ9uCgS._AC_UL320_.jpg,https://www.amazon.in/Plastic-Transparent-Refillable-50ml-1nos-100ml-1nos/dp/B097HMGWXC/ref=sr_1_6648?qid=1679135967&s=appliances&sr=1-6648,3.8,96,₹123,₹199
Auto-Ex Pack of 2 Front Windshield Wiper Spray Water Nozzle Washer Jet Compatible/Replacement for Swift/Swift Dzire Old Model,appliances,All Appliances,https://m.media-amazon.com/images/I/51BD7y6jZyL._AC_UL320_.jpg,https://www.amazon.in/Auto-Ex-Front-Windshield-Nozzle-Washer/dp/B08FYSS5LM/ref=sr_1_6649?qid=1679135968&s=appliances&sr=1-6649,3.1,8,₹299,₹600
STARQ Metal Inlet Brass Nozzle for high Pressure Washer,appliances,All Appliances,https://m.media-amazon.com/images/I/518CCw+tiLL._AC_UL320_.jpg,https://www.amazon.in/STARQ-Metal-Nozzle-Pressure-Washer/dp/B08FYDK8TP/ref=sr_1_6650?qid=1679135968&s=appliances&sr=1-6650,4.2,91,₹329,₹999
"OZAT PURE WATER GAC, CTO Carbon Block for undersink RO. 3 Pk. Size: 10""x2.5"" for Solid Filter Cartridge (5, Pack of 4) ( O...",appliances,All Appliances,https://m.media-amazon.com/images/I/61kLE6zOpXL._AC_UL320_.jpg,https://www.amazon.in/OZAT-PURE-WATER-Carbon-undersink/dp/B098MRJ5Z5/ref=sr_1_6651?qid=1679135968&s=appliances&sr=1-6651,3.8,6,₹499,"₹1,299"
"GURU-ISHMA Waterproof & Dustproof Dishwasher Cover for 12, 13 & 14 Place Setting ( Bosch, LG, IFB Neptune, Hafela, Elica, ...",appliances,All Appliances,https://m.media-amazon.com/images/I/813GrZNSc4L._AC_UL320_.jpg,https://www.amazon.in/GURU-ISHMA-Waterproof-Dustproof-Dishwasher-Hindware/dp/B08X7D3VX1/ref=sr_1_6652?qid=1679135968&s=appliances&sr=1-6652,4.1,199,₹399,₹999
Dream Care Maroon Colored Washing Machine Cover For IFB Frontload Senorita-Sx 6Kg Model,appliances,All Appliances,https://m.media-amazon.com/images/I/81EN8MsxKBL._AC_UL320_.jpg,https://www.amazon.in/Dream-Care-Colored-Frontload-Senorita-Sx/dp/B06XSFQPCN/ref=sr_1_6653?qid=1679135968&s=appliances&sr=1-6653,4.1,"2,308",₹499,₹999
Konvio Neer Active Copper + Alkaline RO + UV LED + UF + TDS Adjuster Water Filter and Purifier with High TDS Membrane (Ora...,appliances,All Appliances,https://m.media-amazon.com/images/I/81OU9mOnEDL._AC_UL320_.jpg,https://www.amazon.in/Konvio-Alkaline-Adjuster-Purifier-Membrane/dp/B098NZJ98P/ref=sr_1_6654?qid=1679135968&s=appliances&sr=1-6654,4.3,194,"₹5,499","₹6,199"
SMIPLEBOL - The Best Is Here Fridge Bottle Shelf Compatible for Samsung Double Door Refrigerator - Middle Shelf (Part No: ...,appliances,All Appliances,https://m.media-amazon.com/images/I/71PIjAC+pML._AC_UL320_.jpg,https://www.amazon.in/SMIPLEBOL-Samsung-Double-Fridge-Compatible/dp/B08CRJGDS3/ref=sr_1_6655?qid=1679135968&s=appliances&sr=1-6655,4.2,84,₹650,₹750
Hul Pureit Pureit Microfibre Mesh - Big,appliances,All Appliances,https://m.media-amazon.com/images/I/2172f4lyz+L._AC_UL320_.jpg,https://www.amazon.in/Hul-Pureit-Microfibre-Mesh-Big/dp/B00LUTMZ30/ref=sr_1_6656?qid=1679135968&s=appliances&sr=1-6656,4.1,"1,061",₹399,₹599
"WATERTECH SYSTEMS Swimming Pool Heavy Duty In-Ground Pool Vacuum Hose with Swivel Cuff, Swimming Pool Suction Pipe (Light ...",appliances,All Appliances,https://m.media-amazon.com/images/I/41D4skm760L._AC_UL320_.jpg,https://www.amazon.in/WATERTECH-SYSTEMS-Swimming-PoolHeavy-Ground/dp/B08BC53LZ1/ref=sr_1_6657?qid=1679135968&s=appliances&sr=1-6657,3.6,39,"₹2,980","₹4,500"
"Sui Generis Power Free Hand Blender for Smoothie, Juices Butter, Milk Mixer, Lassi Maker, Egg Beater, Milk Shake Mixer, Co...",appliances,All Appliances,https://m.media-amazon.com/images/I/619NsFXRCRL._AC_UL320_.jpg,https://www.amazon.in/Generis-Power-hand-blender-free/dp/B09GWDRYD5/ref=sr_1_6658?qid=1679135968&s=appliances&sr=1-6658,3.0,8,₹186,₹699
"C (DEVICE) Electric Lint Remover, Best Lint Shaver for Clothes, Lint Remover for Woolen Clothes Fur Remover Roya Remover L...",appliances,All Appliances,https://m.media-amazon.com/images/I/41k-nGBSZ5L._AC_UL320_.jpg,https://www.amazon.in/DEVICE-Electric-Remover-Shaver-Clothes/dp/B0BNXYZCS9/ref=sr_1_6659?qid=1679135968&s=appliances&sr=1-6659,4.4,13,₹399,"₹1,199"
"Black 1 Carry Bag + Crusher Black 50mm Classic Metallic Herb Crusher, Grinder Medium with Filter (Herb Grinder/Herb Crusher)",appliances,All Appliances,https://m.media-amazon.com/images/I/31AkrVrm5kL._AC_UL320_.jpg,https://www.amazon.in/Crusher-Classic-Metallic-Grinder-Medium/dp/B09NSM92F6/ref=sr_1_6660?qid=1679135968&s=appliances&sr=1-6660,4.0,6,₹260,₹699
"L&T (Larsen & Toubro) Oris Fan Regulator 5 Step 360 Degree Rotation, White - Pack of 2",appliances,All Appliances,https://m.media-amazon.com/images/I/51k62bxla7L._AC_UL320_.jpg,https://www.amazon.in/Oris-Requlator-Stap-Degree-Rotation/dp/B07DWG5FS2/ref=sr_1_6661_mod_primary_new?qid=1679135968&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6661,3.8,45,"₹1,149","₹1,946"
XENXY 1500W HEATER SPRING COIL,appliances,All Appliances,https://m.media-amazon.com/images/I/51PO4oy0UAL._AC_UL320_.jpg,https://www.amazon.in/XENXY-1500W-HEATER-SPRING-COIL/dp/B09RGJVMM8/ref=sr_1_6662?qid=1679135968&s=appliances&sr=1-6662,4.5,5,₹99,₹399
"Wings Star Washing Machine Cover for Fully Automatic Top Load LG T9077NEDL1 8Kg Model, Red Color",appliances,All Appliances,https://m.media-amazon.com/images/I/41LTpilFakL._AC_UL320_.jpg,https://www.amazon.in/Wings-Star-Washing-Automatic-T9077NEDL1/dp/B097MNMNF3/ref=sr_1_6663?qid=1679135968&s=appliances&sr=1-6663,4.6,5,₹284,₹999
Candes Eco Zest Energy saving Designer 1200 mm / 48 inch Anti-Rust BLDC Ceiling Fan With 2 Yrs. Warranty (Coffee Brown),appliances,All Appliances,https://m.media-amazon.com/images/I/51WGXCGP4SL._AC_UL320_.jpg,https://www.amazon.in/Candes-Designer-Anti-Rust-Ceiling-Warranty/dp/B0BH8YZ524/ref=sr_1_6664?qid=1679135968&s=appliances&sr=1-6664,3.5,4,"₹2,349","₹4,699"
BLUEBIRD STABILIZER BA415C 4KVA (150V-280V) Copper (Valid Upto 1.5TON AC),appliances,All Appliances,https://m.media-amazon.com/images/I/41kY+CxW1YL._AC_UL320_.jpg,https://www.amazon.in/BLUEBIRD-STABILIZER-BA415C-150V-280V-Copper/dp/B07Q2VW28C/ref=sr_1_6665?qid=1679135968&s=appliances&sr=1-6665,4.2,164,"₹3,790","₹5,100"
Pacific International Heavy Duty Heavy Weight 1.5 Kg Durable Switch Indicator Dry Iron,appliances,All Appliances,https://m.media-amazon.com/images/I/31KpFmV1svL._AC_UL320_.jpg,https://www.amazon.in/Pacific-International-Weight-Durable-Indicator/dp/B0BHL7WB7K/ref=sr_1_6666?qid=1679135968&s=appliances&sr=1-6666,1.4,3,₹648,₹999
PURAM Smart Portable Electric USB Juice Maker Juicer Bottle | Blender Grinder Mixer | Rechargeable Bottle Personal Size Bl...,appliances,All Appliances,https://m.media-amazon.com/images/I/41OG+iHvkoL._AC_UL320_.jpg,https://www.amazon.in/PURAM-Portable-Electric-Rechargeable-Personal/dp/B0BHJ5SQS3/ref=sr_1_6667?qid=1679135968&s=appliances&sr=1-6667,,,₹429,"₹1,289"
"Letino Transparent Pre Filter Housing with 2pcs spun filter, 2 Pcs 1/4 Connectors, 1 Taflon tape, 2 Meter pipe and wrench,...",appliances,All Appliances,https://m.media-amazon.com/images/I/61c7szZT4jL._AC_UL320_.jpg,https://www.amazon.in/Letino-Transparent-Housing-Connectors-Purifier/dp/B0BQCGBXVL/ref=sr_1_6668?qid=1679135968&s=appliances&sr=1-6668,,,₹369,"₹1,299"
Rilson Cast Iron Heavy Duty Fabric Button Making/Moulding/Pressing Machine with 2 Steel Dyes and 1500 Shells,appliances,All Appliances,https://m.media-amazon.com/images/I/61RvLoURpBS._AC_UL320_.jpg,https://www.amazon.in/Rilson-Fabric-Moulding-Pressing-Machine/dp/B097C1Y8BD/ref=sr_1_6669?qid=1679135968&s=appliances&sr=1-6669,4.4,14,"₹1,999","₹4,499"
Everest ECC 100 - Ref Wide Range Voltage Stabilizer for Double Door Refrigerator (White) (Working Range : 130 V - 290 V),appliances,All Appliances,https://m.media-amazon.com/images/I/611blGeZ-PL._AC_UL320_.jpg,https://www.amazon.in/Everest-ECC-100-Stabilizer-Refrigerator/dp/B07PQKN1YY/ref=sr_1_6670?qid=1679135968&s=appliances&sr=1-6670,3.8,203,"₹1,576.05","₹2,243"
"LifeFresh Aquaguard Candle for Water Purification, Fits for All Aquaguard Model (Plastic, White) Pack of 1",appliances,All Appliances,https://m.media-amazon.com/images/I/213Koxb7AmL._AC_UL320_.jpg,https://www.amazon.in/LifeFresh-Aquaguard-Candle-Purification-Plastic/dp/B09QYTBNJQ/ref=sr_1_6671_mod_primary_new?qid=1679135968&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6671,3.5,18,₹189,₹475
"Maharaja Whiteline Plastic Quato 800 Watts Quartz Heater, Standard, Grey",appliances,All Appliances,https://m.media-amazon.com/images/I/717-GyQMBXL._AC_UL320_.jpg,https://www.amazon.in/Maharaja-Whiteline-Quato-800-Watt-Quartz/dp/B00NIFGIAA/ref=sr_1_6672?qid=1679135968&s=appliances&sr=1-6672,3.6,877,"₹1,164","₹2,000"
Arroser Pure Aqua Glory alkaline Ro Water Purifier Copper + Mineral RO + UV + TDS Controller with Working UP To 3000 TDS/P...,appliances,All Appliances,https://m.media-amazon.com/images/I/41MhGSY6WWL._AC_UL320_.jpg,https://www.amazon.in/Arroser-Pure-alkaline-Purifier-Controller/dp/B0BQ79WHVX/ref=sr_1_6673?qid=1679135970&s=appliances&sr=1-6673,5.0,3,"₹5,889","₹24,999"
"Oligitdi Replenishment Kit Replacement Parts Accessories Compatible with Mi Robotic Vacuum (Filters, Side Brushes and Clea...",appliances,All Appliances,https://m.media-amazon.com/images/I/51MUr9ojj3L._AC_UL320_.jpg,https://www.amazon.in/Oligitdi-Replenishment-Replacement-Accessories-Compatible/dp/B0BB2KY74Y/ref=sr_1_6674?qid=1679135970&s=appliances&sr=1-6674,,,₹599,"₹2,000"
"FUZION 6 Liters 2500W Commercial Single Electric Fryer, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/51zwby1fTRL._AC_UL320_.jpg,https://www.amazon.in/Commercial-Professional-Stainless-Electric-Capacity/dp/B07WSF87FS/ref=sr_1_6675?qid=1679135970&s=appliances&sr=1-6675,3.9,135,"₹3,799","₹5,999"
"HeeMo Green Marble Chakla/Marble Roti Maker/Phulka Maker/Marble Ring Base Rolling Board, Size 10 Inch",appliances,All Appliances,https://m.media-amazon.com/images/I/41SS8NzyzML._AC_UL320_.jpg,https://www.amazon.in/HeeMo-Marble-Chakla-Phulka-Rolling/dp/B07SX9KBGL/ref=sr_1_6676?qid=1679135970&s=appliances&sr=1-6676,4.2,212,₹349,₹899
"Bostton Advance Juicer 750 Watt, Nitro Technology, Copper Motor, 2 Year Warranty",appliances,All Appliances,https://m.media-amazon.com/images/I/51YysOaAXKL._AC_UL320_.jpg,https://www.amazon.in/Bostton-Advance-Juicer-Technology-Warranty/dp/B0B79FVGKJ/ref=sr_1_6677?qid=1679135970&s=appliances&sr=1-6677,4.0,1,"₹1,999","₹3,999"
"Bergner Supreme Stainless Steel Electric Slow Cooker 320W, 3 X 1.5 Liter, Grey, Special Slow Cook Recipe Book by Chef Vika...",appliances,All Appliances,https://m.media-amazon.com/images/I/71wLfSc4ZtL._AC_UL320_.jpg,https://www.amazon.in/BG-194-Triple-Slow-Cooker-International/dp/B07P7Q2RBS/ref=sr_1_6678?qid=1679135970&s=appliances&sr=1-6678,3.6,226,"₹4,779","₹8,990"
"InstaCuppa Coffee Mug Warmer for Desk with 4 Adjustable Temperature Settings - Min 50*C - Max 80*C, 8 Hour Auto Shut Off, ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61kV5Ow6i9L._AC_UL320_.jpg,https://www.amazon.in/InstaCuppa-Coffee-Adjustable-Temperature-Settings/dp/B09TRWR582/ref=sr_1_6679?qid=1679135970&s=appliances&sr=1-6679,4.3,58,"₹2,199","₹2,499"
"LG 28 L Convection Microwave Oven (MC2886SFU, Silver, Diet Fry)",appliances,All Appliances,https://m.media-amazon.com/images/I/61Rzf26SXCL._AC_UL320_.jpg,https://www.amazon.in/LG-Convection-Microwave-MC2886SFU-Silver/dp/B01LW06I1S/ref=sr_1_6680?qid=1679135970&s=appliances&sr=1-6680,4.4,358,"₹14,890","₹19,599"
"Elite Products Front Load Washing Machine Cover Suitable for LG 8.5 Kg, 9 Kg, 9.5Kg, 10 Kg, 10.5 Kg, 11 Kg, 11.5 Kg 12 Kg...",appliances,All Appliances,https://m.media-amazon.com/images/I/81HPfF3CfLL._AC_UL320_.jpg,https://www.amazon.in/ELITE-PRODUCTS-Washing-Machine-Suitable/dp/B07VX4QCJK/ref=sr_1_6681?qid=1679135970&s=appliances&sr=1-6681,4.3,389,₹499,"₹1,299"
ULTRONEX Portable Lint Remover Pet Fur Remover Clothes Fuzz Remover Pet Hairball Quick Epilator Shaver Removing Dust Pet H...,appliances,All Appliances,https://m.media-amazon.com/images/I/61EKBGVCFLL._AC_UL320_.jpg,https://www.amazon.in/ULTRONEX-Portable-Hairball-Epilator-Furniture/dp/B0BT7QSXHZ/ref=sr_1_6682?qid=1679135970&s=appliances&sr=1-6682,5.0,3,₹115,₹199
Rudraksha Washing Machine Tap Adapter Brass Chrome Plated Pack of 1,appliances,All Appliances,https://m.media-amazon.com/images/I/51CtjWVeOqL._AC_UL320_.jpg,https://www.amazon.in/Rudraksha-Washing-Machine-Adapter-Chrome/dp/B0BTWZQK4W/ref=sr_1_6683?qid=1679135970&s=appliances&sr=1-6683,3.9,17,₹188,₹399
"ADORMA FDW 75L 800W Food Display Warmer 75 Liters, Food grade stainless steel interior with 1 Year Warranty…",appliances,All Appliances,https://m.media-amazon.com/images/I/61ofzt33DcL._AC_UL320_.jpg,https://www.amazon.in/ADORMA-75L-Food-Display-Warmer/dp/B09DBPVHQF/ref=sr_1_6684?qid=1679135970&s=appliances&sr=1-6684,3.3,11,"₹14,490","₹15,500"
"JPT Pressure Washer Spray Wand/Extension 30 Degree Bend Rod, 20"", 5000 PSI with QC Adopter",appliances,All Appliances,https://m.media-amazon.com/images/I/41fVlLI6JVL._AC_UL320_.jpg,https://www.amazon.in/JPT-Pressure-Extension-Without-Adopter/dp/B08B74W8JN/ref=sr_1_6685?qid=1679135970&s=appliances&sr=1-6685,4.0,173,₹798,"₹1,999"
"Toomh - 180° Rotating Handheld Steam Iron, Portable Mini Ironing Machine, Professional Iron Quick Heating, Mini Steam Iro...",appliances,All Appliances,https://m.media-amazon.com/images/I/516HgE5wi-L._AC_UL320_.jpg,https://www.amazon.in/Toomh-Rotating-Handheld-Portable-Professional/dp/B0BTY6YBSD/ref=sr_1_6686?qid=1679135970&s=appliances&sr=1-6686,1.0,1,₹949,"₹2,499"
